,address,num_bedroom,num_bathroom,price,post_code,latitude,longitude,neighborhood,ptype,size
4431,191 Dew Street,4 bd,4 ba,"1,798,000",L7B1K9,43.931553,-79.521576,King City,house,3000-3500 sqft
4432,26 Lavender Valley Road,4 bd,6 ba,"2,899,000",L7B1K9,43.926964,-79.511574,King City,house,5000 sqft
4433,13131 Keele Street,3 bd,3 ba,"1,750,000",L7B1K9,43.931618,-79.528679,King City,house,
4434,75 William Street,4 bd,4 ba,"2,488,888",L7B1K9,43.932297,-79.522209,King City,house,3500-5000 sqft
4435,17 Lavender Valley Road,4 bd,5 ba,"1,999,000",L7B1K9,43.926628,-79.509644,King City,house,3500-5000 sqft
4436,9 Stan Roots Street,4 bd,3 ba,"948,800",L7B1K9,43.933998,-79.510185,King City,townhouse,2000-2500 sqft
4437,22 Great Heron Court,3 bd,4 ba,"939,900",L7B1K9,43.932835,-79.520462,King City,townhouse,1500-2000 sqft
4438,86 Alex Campbell Crescent,4 bd,4 ba,"1,039,000",L7B1K9,43.932426,-79.516701,King City,townhouse,2000-2500 sqft
4439,8 Great Heron Court,4 bd,4 ba,"1,488,000",L7B1K9,43.932835,-79.520462,King City,townhouse,2500-3000 sqft
4440,216 Aldercrest Road,3 bd,2 ba,"1,358,000",M8W2S1,43.606712,-79.541573,Alderwood,house,1100-1500 sqft
4441,214 Alderbrae Avenue,2 bd,2 ba,"799,900",M8W2S1,43.606358,-79.542587,Alderwood,house,
4442,304 Delta Street,4 bd,5 ba,"2,099,000",M8W2S1,43.612324,-79.540039,Alderwood,house,3000-3500 sqft
4443,282 Aldercrest Road,4 bd,4 ba,"1,625,000",M8W2S1,43.611496,-79.543549,Alderwood,house,3000-3500 sqft
4444,70 Brockman Crescent,3 bd,2 ba,"599,800",L1T2M9,43.869068,-79.043121,Central,house,
4445,17 Dakin Drive,4 bd,3 ba,"699,900",L1T2M9,43.871895,-79.046112,Central,house,
4446,31 Hearne Crescent,3 bd,4 ba,"684,999",L1T2M9,43.873009,-79.041191,Central,house,
4447,14 Sharp Crescent,3 bd,3 ba,"745,000",L1T2M9,43.874313,-79.038422,Central,house,
4448,58 Hearne Crescent,4 bd,4 ba,"915,000",L1T2M9,43.874886,-79.042099,Central,house,2500-3000 sqft
4449,313-1070 Progress Avenue,2 bd,2 ba,"494,000",M1B1P6,43.794258,-79.235092,Malvern,condo,1000-1199 sqft
4450,406-5800 Sheppard Avenue,1 bd,1 ba,"295,000",M1B1P6,43.795849,-79.230797,Malvern,condo,700-799 sqft
4451,1205-5580 Sheppard Avenue,2 bd,1 ba,"339,900",M1B1P6,43.794769,-79.237564,Malvern,condo,1000-1199 sqft
4452,512-5800 Sheppard Avenue,2 bd,2 ba,"448,800",M1B1P6,43.795849,-79.230797,Malvern,condo,1400-1599 sqft
4453,510-5800 Sheppard Avenue,2 bd,2 ba,"439,000",M1B1P6,43.795849,-79.230797,Malvern,condo,1200-1399 sqft
4454,8 Cleta Drive,2 bd,1 ba,"1,000,000",M1K1G4,43.71859,-79.260902,Kennedy Park,house,
4455,21 Brenda Crescent,4 bd,5 ba,"1,150,000",M1K1G4,43.71804,-79.260201,Kennedy Park,house,
4456,122 Linden Avenue,2 bd,2 ba,"1,299,900",M1K1G4,43.722237,-79.257996,Kennedy Park,house,
4457,44 Laurel Avenue,4 bd,5 ba,"1,099,000",M1K1G4,43.720654,-79.256149,Kennedy Park,house,
4458,777 Danforth Road,3 bd,2 ba,"899,000",M1K1G4,43.72179,-79.256012,Kennedy Park,house,
4459,421-180 Markham Road,3 bd,2 ba,"374,000",M1M2J1,43.741741,-79.219254,Scarborough Village,condo,1400-1599 sqft
4460,207-180 Markham Road,1 bd,1 ba,"254,900",M1M2J1,43.741741,-79.219254,Scarborough Village,condo,800-899 sqft
4461,510-180 Markham Road,3 bd,2 ba,"349,950",M1M2J1,43.741741,-79.219254,Scarborough Village,condo,1400-1599 sqft
4462,24 Yellow Brick Road,3 bd,3 ba,"639,000",L6V4L5,43.707203,-79.780762,Brampton North,townhouse,
4463,69-2 Clay Brick Court,3 bd,3 ba,"599,900",L6V4L5,43.708401,-79.782501,Brampton North,townhouse,1500-2000 sqft
4464,93 Quarry Edge Drive,3 bd,3 ba,"539,000",L6V4L5,43.706444,-79.781708,Brampton North,townhouse,
4465,2474 Mainroyal Street,3 bd,2 ba,"749,900",L5L1C1,43.531445,-79.681236,Erin Mills,townhouse,1500-2000 sqft
4466,2482 Mainroyal Street,3 bd,2 ba,"699,900",L5L1C1,43.531185,-79.681427,Erin Mills,townhouse,
4467,3252 Martins Pine Crescent,3 bd,3 ba,"839,900",L5L1C1,43.53455,-79.680618,Erin Mills,townhouse,1100-1500 sqft
4468,235 Quebec Avenue,5 bd,3 ba,"1,829,000",M6P1R3,43.659176,-79.469093,High Park North,house,1500-2000 sqft
4469,56 Fairview Avenue,4 bd,4 ba,"1,799,999",M6P1R3,43.659264,-79.476135,High Park North,house,2000-2500 sqft
4470,202 High Park Avenue,5 bd,4 ba,"2,398,888",M6P1R3,43.660221,-79.468552,High Park North,house,3000-3500 sqft
4471,19 Laws Street,7 bd,6 ba,"2,350,000",M6P1R3,43.662895,-79.474052,High Park North,house,
4472,879 Maxted Crescent,4 bd,3 ba,"929,000",L9T6N8,43.518894,-79.856003,Clarke,house,1955 sqft
4473,879 Maxted Crescent,4 bd,3 ba,"929,000",L9T6N8,43.51889,-79.855995,Clarke,house,1500-2000 sqft
4474,1221 Tupper Drive,4 bd,4 ba,"965,000",L9T6N8,43.527229,-79.854866,Clarke,house,2000-2500 sqft
4475,653 Caldwell Crescent,4 bd,4 ba,"1,099,888",L9T6N8,43.521065,-79.844193,Clarke,house,
4476,1053 Eager Road,4 bd,3 ba,"929,000",L9T6N8,43.524971,-79.857445,Clarke,house,2500-3000 sqft
4477,1096 Barclay Circle,3 bd,3 ba,"614,900",L9T6N8,43.51775,-79.846985,Clarke,townhouse,
4478,558 Laking Terrace,3 bd,3 ba,"689,900",L9T6N8,43.523754,-79.845955,Clarke,townhouse,1500-2000 sqft
4479,579 Allport Gate,3 bd,2 ba,"639,900",L9T6N8,43.5238,-79.845284,Clarke,townhouse,
4480,623 Porter Way,3 bd,3 ba,"638,000",L9T6N8,43.516804,-79.848473,Clarke,townhouse,1100-1500 sqft
4481,308 Rushbrook Drive,4 bd,3 ba,"949,000",L3X2E4,44.038822,-79.492119,Summerhill Estates,house,2000-2500 sqft
4482,240 Narinia Crescent,4 bd,6 ba,"1,688,000",L3X2E4,44.040157,-79.490028,Summerhill Estates,house,3500-5000 sqft
4483,165 Austinpaul Drive,3 bd,4 ba,"769,900",L3X2E4,44.035942,-79.485657,Summerhill Estates,house,2000-2500 sqft
4484,184 Austinpaul Drive,4 bd,3 ba,"848,000",L3X2E4,44.035416,-79.486008,Summerhill Estates,house,2000-2500 sqft
4485,355 Hewitt Circle,4 bd,4 ba,"848,888",L3X2E4,44.036121,-79.492683,Summerhill Estates,house,2000-2500 sqft
4486,446 Rita's Avenue,4 bd,3 ba,"796,800",L3X2E4,44.039131,-79.48423,Summerhill Estates,house,2000-2500 sqft
4487,19 Marisa Court,4 bd,3 ba,"639,900",1T3,43.212242,-79.868645,Keswick North,house,
4488,31 Knotty Pine Avenue,4 bd,3 ba,"608,000",1T3,43.395863,-80.381622,Keswick North,house,
4489,18 Barwell Crescent,3 bd,2 ba,"848,000",1T3,43.729195,-79.56765,Keswick North,house,
4490,35 Laurelbank Crescent,4 bd,3 ba,"765,000",1T3,44.232979,-79.450417,Keswick North,house,1500-2000 sqft
4491,87 Dunraven Drive,2 bd,1 ba,"653,946",1T3,43.685089,-79.46682,Keswick North,house,700-1100 sqft
4492,99 Abner Miles Drive,4 bd,5 ba,"1,998,800",1T3,43.872009,-79.467789,Keswick North,house,3500-5000 sqft
4493,3 Johnson Road,2 bd,2 ba,"788,800",1T3,43.98127,-79.478806,Keswick North,house,
4494,119 Upper Canada Drive,5 bd,5 ba,"2,500,000",1T3,43.756695,-79.40062,Keswick North,house,3500-5000 sqft
4495,62 Reddenhurst Crescent,3 bd,2 ba,"559,900",1T3,44.197315,-79.463844,Keswick North,house,1100-1500 sqft
4496,63 Sahara Trail,4 bd,4 ba,"799,000",1T3,43.751175,-79.763008,Keswick North,house,2000-2500 sqft
4497,439 Sunset Beach Road,4 bd,6 ba,"4,399,000",1T3,43.943974,-79.438095,Keswick North,house,5000 sqft
4498,9 Oriole Court,3 bd,2 ba,"574,900",1T3,44.409538,-79.695602,Keswick North,house,
4499,1424 Connaught Terrace,4 bd,3 ba,"1,249,000",1T3,43.485359,-79.844215,Keswick North,house,3000-3500 sqft
4500,4891 Coleman Place,3 bd,3 ba,"1,228,000",1T3,49.091846,-123.061798,Keswick North,house,1767 sqft
4501,17 Lismer Crescent,3 bd,3 ba,"728,000",1T3,43.873276,-79.755165,Keswick North,house,1500-2000 sqft
4502,47 Harding Boulevard,4 bd,6 ba,"2,499,000",1T3,43.86758,-79.433144,Keswick North,house,3500-5000 sqft
4503,318 Hillside Avenue,3 bd,2 ba,"510,000",1T3,43.881992,-78.869385,Keswick North,house,
4504,18 Timberbank Square,4 bd,4 ba,"719,900",1T3,43.792362,-79.312393,Keswick North,house,
4505,2715 Innisfil Road,4 bd,4 ba,"1,150,000",1T3,43.549023,-79.711044,Keswick North,house,
4506,5 Orchard Mill Crescent,7 bd,3 ba,"599,000",1T3,43.392094,-80.407806,Keswick North,house,1625 sqft
4507,19749 N Wildwood Crescent,4 bd,3 ba,"899,749",1T3,49.215008,-122.674309,Keswick North,house,2174 sqft
4508,12 Farrell Avenue,5 bd,6 ba,"2,848,800",1T3,43.767654,-79.438301,Keswick North,house,
4509,6125 132a Street,8 bd,6 ba,"1,279,000",1T3,49.114212,-122.855484,Keswick North,house,4245 sqft
4510,1415 Apel Drive,4 bd,3 ba,"920,000",1T3,49.283264,-122.753944,Keswick North,house,2060 sqft
4511,44-1333 Mary Street,2 bd,1 ba,"298,000",1T3,43.933826,-78.872536,Humber Summit,condo,800-899 sqft
4512,1103-1688 Pullman Porter Street,1 bd,1 ba,"850,000",1T3,49.270653,-123.103722,Humber Summit,condo,674 sqft
4513,301-2835 Islington Avenue,3 bd,2 ba,"449,900",1T3,43.750034,-79.567375,Humber Summit,condo,1200-1399 sqft
4514,6602-1 Bloor Street,1 bd,1 ba,"859,999",1T3,43.669846,-79.386154,Humber Summit,condo,500-599 sqft
4515,111-9150 University High Street,2 bd,2 ba,"679,000",1T3,49.277378,-122.908417,Humber Summit,condo,981 sqft
4516,7184 Triumph Lane,3 bd,3 ba,"639,900",1T3,43.581669,-79.779579,Humber Summit,condo,1600-1799 sqft
4517,1405-5189 Gaston Street,1 bd,1 ba,"455,000",1T3,49.237122,-123.030441,Humber Summit,condo,552 sqft
4518,11-68 Winston Park Boulevard,2 bd,2 ba,"599,950",1T3,43.730171,-79.465797,Humber Summit,condo,1000-1199 sqft
4519,2039-35 Viking Lane,2 bd,2 ba,"569,900",1T3,43.638973,-79.537575,Humber Summit,condo,800-899 sqft
4520,1307-840 Queen's Plate Drive,1 bd,1 ba,"399,888",1T3,43.720383,-79.603271,Humber Summit,condo,500-599 sqft
4521,810-1 Rowntree Road,2 bd,2 ba,"420,000",1T3,43.751129,-79.58287,Humber Summit,condo,1200-1399 sqft
4522,665 Wendy Culbert Crescent,3 bd,4 ba,"580,000",1T3,44.029434,-79.454788,Humber Summit,condo,1800-1999 sqft
4523,206-75 Weldrick Road,2 bd,3 ba,"538,000",1T3,43.864868,-79.429649,Humber Summit,condo,1400-1599 sqft
4524,1605-5 Greystone Walk Drive,2 bd,2 ba,"419,000",1T3,43.725098,-79.251564,Humber Summit,condo,1000-1199 sqft
4525,405-125 Village Green Square,2 bd,2 ba,"465,000",1T3,43.777977,-79.281532,Humber Summit,condo,700-799 sqft
4526,309-1210 Radom Street,3 bd,2 ba,"369,900",1T3,43.825951,-79.090866,Humber Summit,condo,1200-1399 sqft
4527,1105-130 Neptune Drive,2 bd,2 ba,"479,900",1T3,43.730312,-79.441116,Humber Summit,condo,1000-1199 sqft
4528,3112-8 Park Road,2 bd,2 ba,"749,000",1T3,43.671303,-79.384689,Humber Summit,condo,900-999 sqft
4529,1218-20 Joe Shuster Way,1 bd,1 ba,"479,999",1T3,43.640278,-79.424126,Humber Summit,condo,500-599 sqft
4530,Ph 08-300 Balliol Street,2 bd,2 ba,"599,000",1T3,43.699345,-79.387138,Humber Summit,condo,700-799 sqft
4531,3-2519 38 Street Northeast,2 bd,1 ba,"184,900",1T3,51.075222,-113.980713,Humber Summit,condo,721 sqft
4532,106-1315 12 Avenue Southwest,2 bd,2 ba,"305,000",1T3,51.042347,-114.091942,Humber Summit,condo,808 sqft
4533,1105-5101 Dundas Street,2 bd,2 ba,"564,999",1T3,43.644939,-79.531845,Humber Summit,condo,900-999 sqft
4534,18 Wylie Circle,2 bd,1 ba,"384,900",1T3,43.657845,-79.910622,Humber Summit,condo,800-899 sqft
4535,202 Sophia Crescent,3 bd,3 ba,"445,000",1T3,43.386253,-80.488777,Fleetwood Tynehead,townhouse,1100-1500 sqft
4536,18-15875 84 Avenue,3 bd,3 ba,"659,900",1T3,49.155533,-122.781975,Fleetwood Tynehead,townhouse,1562 sqft
4537,89 Big Hill Crescent,3 bd,3 ba,"799,000",1T3,43.858162,-79.497696,Fleetwood Tynehead,townhouse,1500-2000 sqft
4538,36-8767 162 Street,3 bd,3 ba,"619,000",1T3,49.162178,-122.773491,Fleetwood Tynehead,townhouse,1385 sqft
4539,466 River Heights Crescent,3 bd,2 ba,"385,900",1T3,51.161819,-114.445259,Fleetwood Tynehead,townhouse,1538 sqft
4540,TH1-8160 Lansdowne Road,3 bd,4 ba,"1,130,000",1T3,49.173618,-123.134155,Fleetwood Tynehead,townhouse,1951 sqft
4541,311-235 Keith Road,2 bd,2 ba,"858,000",1T3,49.33215,-123.121002,Fleetwood Tynehead,townhouse,1170 sqft
4542,80 David Dunlap Circle,3 bd,3 ba,"999,900",1T3,43.729275,-79.335274,Fleetwood Tynehead,townhouse,2000-2500 sqft
4543,220 Moira Street,7 bd,4 ba,"459,000",1T3,44.169384,-77.400467,Fleetwood Tynehead,townhouse,
4544,32 Kingsborough Drive,3 bd,3 ba,"519,900",1T3,43.177261,-79.795654,Fleetwood Tynehead,townhouse,1100-1500 sqft
4545,#18-80 New Lakeshore Road,2 bd,3 ba,"1,195,000",1T3,42.854897,-79.679184,Fleetwood Tynehead,townhouse,3000-3249 sqft
4546,98 Rockwell Avenue,4 bd,2 ba,"549,000",1T3,43.677116,-79.462227,Fleetwood Tynehead,townhouse,
4547,677 South Unionville Avenue,3 bd,4 ba,"789,000",1T3,43.860348,-79.284515,Fleetwood Tynehead,townhouse,1500-2000 sqft
4548,70 Griselda Crescent,3 bd,2 ba,"549,900",1T3,43.734535,-79.728836,Fleetwood Tynehead,townhouse,
4549,52 Miramar Drive,3 bd,3 ba,"648,000",1T3,43.899216,-79.256233,Fleetwood Tynehead,townhouse,1500-2000 sqft
4550,237 Langley Avenue,3 bd,2 ba,"969,000",1T3,43.67009,-79.342087,Fleetwood Tynehead,townhouse,
4551,83 Garth Massey Drive,3 bd,3 ba,"498,000",1T3,43.406628,-80.282547,Fleetwood Tynehead,townhouse,
4552,82 Preston Drive,3 bd,3 ba,"529,900",1T3,43.914791,-80.12294,Fleetwood Tynehead,townhouse,1100-1500 sqft
4553,191 Lady Angela Avenue,4 bd,3 ba,"499,900",1T3,43.960491,-78.908577,Fleetwood Tynehead,townhouse,1500-2000 sqft
4554,101 Lacewood Drive,3 bd,3 ba,"898,000",1T3,43.903297,-79.447075,Fleetwood Tynehead,townhouse,2000-2500 sqft
4555,110 Oaktree Close Southwest,2 bd,1 ba,"209,000",1T3,50.963936,-114.120399,Fleetwood Tynehead,townhouse,470 sqft
4556,42 Fernhill Boulevard,4 bd,2 ba,"614,900",1T3,43.894772,-78.88163,Fleetwood Tynehead,townhouse,
4557,647 Mountview Place,4 bd,2 ba,"575,000",1T3,44.06768,-79.453697,Fleetwood Tynehead,townhouse,
4558,#407-10 Sunny Glenway Glen,2 bd,1 ba,"329,000",M3C1B4,43.710003,-79.331131,Flemingdon Park,condo,800-899 sqft
4559,1104-715 Don Mills Road,1 bd,1 ba,"324,900",M3C1B4,43.710716,-79.333649,Flemingdon Park,condo,600-699 sqft
4560,1509-10 Sunny Glen Way,3 bd,2 ba,"389,999",M3C1B4,43.710003,-79.331131,Flemingdon Park,condo,1000-1199 sqft
4561,406-10 Gateway Boulevard,1 bd,1 ba,"344,900",M3C1B4,43.70982,-79.332611,Flemingdon Park,condo,900-999 sqft
4562,201-715 Don Mills Road,1 bd,1 ba,"328,000",M3C1B4,43.710716,-79.333649,Flemingdon Park,condo,700-799 sqft
4563,504-735 Don Mills Road,1 bd,1 ba,"364,999",M3C1B4,43.711716,-79.334312,Flemingdon Park,condo,600-699 sqft
4564,148 Stewart Street,2 bd,2 ba,"749,900",L6K3E5,43.443245,-79.684608,1002 - CO Central,house,
4565,394 St Augustine Drive,3 bd,2 ba,"859,000",L6K3E5,43.444096,-79.687813,1002 - CO Central,house,1100-1500 sqft
4566,64 North Forster Park Drive,4 bd,2 ba,"1,280,000",L6K3E5,43.448971,-79.678841,1002 - CO Central,house,1444 sqft
4567,25 Crescent Road,3 bd,1 ba,"774,900",L6K3E5,43.447239,-79.678368,1002 - CO Central,house,1250 sqft
4568,262 Queen Mary Drive,3 bd,2 ba,"974,900",L6K3E5,43.44553,-79.678284,1002 - CO Central,house,1613 sqft
4569,354 Queen Mary Drive,2 bd,1 ba,"1,150,000",L6K3E5,43.447445,-79.681641,1002 - CO Central,house,981 sqft
4570,354 Queen Mary Drive,2 bd,1 ba,"1,150,000",L6K3E5,43.447445,-79.681641,1002 - CO Central,house,700-1100 sqft
4571,137 Stewart Street,2 bd,1 ba,"724,900",L6K3E5,43.443748,-79.684731,1002 - CO Central,house,943 sqft
4572,1510-55 Speers Road,1 bd,1 ba,"409,900",L6K3E5,43.447472,-79.687309,Old Oakville,condo,500-599 sqft
4573,215-55 Speers Road,2 bd,2 ba,"489,900",L6K3E5,43.447567,-79.686966,Old Oakville,condo,762 sqft
4574,215-55 Speers Road,2 bd,2 ba,"489,900",L6K3E5,43.447472,-79.687309,Old Oakville,condo,700-799 sqft
4575,1508-55 Speers Road,1 bd,1 ba,"419,900",L6K3E5,43.447472,-79.687309,Old Oakville,condo,600-699 sqft
4576,1609-55 Speers Road,2 bd,2 ba,"700,000",L6K3E5,43.447472,-79.687309,Old Oakville,condo,1200-1399 sqft
4577,1112-55 Speers Road,1 bd,1 ba,"449,900",L6K3E5,43.447472,-79.687309,Old Oakville,condo,700-799 sqft
4578,404-55 Speers Road,3 bd,2 ba,"549,000",L6K3E5,43.447472,-79.687309,Old Oakville,condo,
4579,510-55 Speers Road,2 bd,2 ba,"494,900",L6K3E5,43.447472,-79.687309,Old Oakville,condo,800-899 sqft
4580,204-459 Kerr Street,1 bd,1 ba,"354,900",L6K3E5,43.445938,-79.68528,Old Oakville,condo,565 sqft
4581,204-459 Kerr Street,1 bd,1 ba,"354,900",L6K3E5,43.44603,-79.685257,Old Oakville,condo,500-599 sqft
4582,101-65 Speers Road,2 bd,2 ba,"494,900",L6K3E5,43.447166,-79.68705,Old Oakville,condo,800-899 sqft
4583,406-65 Speers Road,2 bd,2 ba,"529,900",L6K3E5,43.447166,-79.68705,Old Oakville,condo,800-899 sqft
4584,1705-55 Speers Road,2 bd,2 ba,"535,990",L6K3E5,43.447472,-79.687309,Old Oakville,condo,800-899 sqft
4585,803-55 Speers Road,2 bd,2 ba,"579,000",L6K3E5,43.447472,-79.687309,Old Oakville,condo,800-899 sqft
4586,205-20 Speers Road,3 bd,2 ba,"298,500",L6K3E5,43.448215,-79.684982,Old Oakville,condo,1200-1399 sqft
4587,401-70 Stewart Street,2 bd,2 ba,"449,900",L6K3E5,43.444847,-79.68235,Old Oakville,condo,917 sqft
4588,612-830 Lawrence Avenue,2 bd,2 ba,"550,000",M6B2P9,43.714455,-79.454414,Yorkdale-Glen Park,condo,700-799 sqft
4589,1917-800 Lawrence Avenue,1 bd,1 ba,"469,900",M6B2P9,43.714542,-79.453072,Yorkdale-Glen Park,condo,600-699 sqft
4590,435-830 Lawrence Avenue,1 bd,1 ba,"450,000",M6B2P9,43.714455,-79.454414,Yorkdale-Glen Park,condo,500-599 sqft
4591,96-270 Timberbank Boulevard,4 bd,3 ba,"539,900",M1W2S2,43.797626,-79.30674,L'Amoreaux,condo,1400-1599 sqft
4592,1012-2050 Bridletowne Circle,3 bd,2 ba,"395,000",M1W2S2,43.798569,-79.313416,L'Amoreaux,condo,1200-1399 sqft
4593,67-121 L'amoreaux Drive,3 bd,2 ba,"598,000",M1W2S2,43.799721,-79.310005,L'Amoreaux,condo,1200-1399 sqft
4594,146-270 Timberbank Boulevard,4 bd,2 ba,"558,000",M1W2S2,43.797626,-79.30674,L'Amoreaux,condo,1400-1599 sqft
4595,1201-4645 Jane Street,2 bd,1 ba,"104,900",M3N1S9,43.769325,-79.519775,Black Creek,condo,800-899 sqft
4596,339-4645 Jane Street,2 bd,1 ba,"115,000",M3N1S9,43.769325,-79.519775,Black Creek,condo,800-899 sqft
4597,640-4645 Jane Street,2 bd,1 ba,"109,900",M3N1S9,43.769325,-79.519775,Black Creek,condo,700-799 sqft
4598,524-4673 Jane Street,2 bd,1 ba,"109,900",M3N1S9,43.770306,-79.520164,Black Creek,condo,600-699 sqft
4599,730-4645 Jane Street,1 bd,1 ba,"94,900",M3N1S9,43.769325,-79.519775,Black Creek,condo,600-699 sqft
4600,638-4645 Jane Street,1 bd,1 ba,"94,900",M3N1S9,43.769325,-79.519775,Black Creek,condo,600-699 sqft
4601,715-4673 Jane Street,2 bd,1 ba,"120,000",M3N1S9,43.770306,-79.520164,Black Creek,condo,700-799 sqft
4602,406-5800 Sheppard Avenue,1 bd,1 ba,"295,000",M1B1H3,43.795849,-79.230797,Malvern,condo,700-799 sqft
4603,512-5800 Sheppard Avenue,2 bd,2 ba,"448,800",M1B1H3,43.795849,-79.230797,Malvern,condo,1400-1599 sqft
4604,510-5800 Sheppard Avenue,2 bd,2 ba,"439,000",M1B1H3,43.795849,-79.230797,Malvern,condo,1200-1399 sqft
4605,93 Mellings Drive,4 bd,6 ba,"1,568,000",L4L8J5,43.820206,-79.559486,East Woodbridge,house,3500-5000 sqft
4606,601 Velmar Drive,4 bd,4 ba,"1,499,000",L4L8J5,43.820503,-79.557487,East Woodbridge,house,3500-5000 sqft
4607,99 Village Green Drive,3 bd,2 ba,"1,727,000",L4L8J5,43.821243,-79.56311,East Woodbridge,house,2000-2500 sqft
4608,425 Rebecca Street,4 bd,5 ba,"2,150,000",L6K2S2,43.432392,-79.68737,Old Oakville,house,3500-5000 sqft
4609,174 Maurice Drive,4 bd,4 ba,"1,248,800",L6K2S2,43.438473,-79.680557,Old Oakville,house,2314 sqft
4610,174 Maurice Drive,4 bd,4 ba,"1,248,800",L6K2S2,43.438473,-79.680557,Old Oakville,house,2000-2500 sqft
4611,225 Morden Road,3 bd,2 ba,"939,900",L6K2S2,43.435677,-79.686668,Old Oakville,house,1315 sqft
4612,458 Jeanette Drive,4 bd,5 ba,"2,898,000",L6K2S2,43.432095,-79.689224,Old Oakville,house,3500-5000 sqft
4613,299 Pinegrove Road,6 bd,3 ba,"1,198,000",L6K2S2,43.439384,-79.687088,Old Oakville,house,1915 sqft
4614,299 Pinegrove Road,3 bd,3 ba,"1,198,000",L6K2S2,43.439388,-79.687088,Old Oakville,house,2500-3000 sqft
4615,486 Patricia Drive,4 bd,4 ba,"2,688,000",L6K2S2,43.431107,-79.689751,Old Oakville,house,3600 sqft
4616,486 Patricia Drive,4 bd,4 ba,"2,688,000",L6K2S2,43.431087,-79.689713,Old Oakville,house,3000-3500 sqft
4617,401 Lakeshore Road West,4 bd,2 ba,"1,649,000",L6K2S2,43.430752,-79.684341,Old Oakville,house,1643 sqft
4618,401 Lakeshore Road,3 bd,2 ba,"1,649,000",L6K2S2,43.431156,-79.684219,Old Oakville,house,1500-2000 sqft
4619,129 Morden Road,3 bd,2 ba,"1,299,000",L6K2S2,43.433151,-79.683556,Old Oakville,house,
4620,299 Southview Road,3 bd,2 ba,"1,149,000",L6K2S2,43.435604,-79.690956,Old Oakville,house,
4621,479 Brookside Drive,3 bd,2 ba,"949,000",L6K2S2,43.433445,-79.692291,Old Oakville,house,1100-1500 sqft
4622,261 Maurice Drive,4 bd,4 ba,"1,480,000",L6K2S2,43.440838,-79.683334,Old Oakville,house,3000-3500 sqft
4623,228 Maurice Drive,3 bd,1 ba,"999,000",L6K2S2,43.439709,-79.682594,Old Oakville,house,1230 sqft
4624,228 Maurice Drive,- bd,- ba,"999,000",L6K2S2,43.439709,-79.682594,Old Oakville,house,1100-1500 sqft
4625,312 Ashbury Road,5 bd,6 ba,"2,149,000",L6K2S2,43.433968,-79.692963,Old Oakville,house,3493 sqft
4626,438 Jeanette Drive,5 bd,4 ba,"3,298,888",L6K2S2,43.432404,-79.68821,Old Oakville,house,3700 sqft
4627,# 403-30 Malta Avenue,3 bd,2 ba,"479,900",L6Y4C8,43.6567,-79.728554,Fletcher's Creek South,condo,1400-1599 sqft
4628,2306-30 Malta Avenue,2 bd,2 ba,"399,000",L6Y4C8,43.6567,-79.728554,Fletcher's Creek South,condo,1200-1399 sqft
4629,806-10 Malta Avenue,2 bd,2 ba,"394,900",L6Y4C8,43.656467,-79.727043,Fletcher's Creek South,condo,1200-1399 sqft
4630,809-10 Malta Avenue,3 bd,2 ba,"445,000",L6Y4C8,43.656467,-79.727043,Fletcher's Creek South,condo,1400-1599 sqft
4631,30 Tobosa Trail,4 bd,4 ba,"899,900",L6R2H9,43.752506,-79.745262,Sandringham-Wellington,house,2500-3000 sqft
4632,25 Golden Eagle Road,4 bd,4 ba,"849,999",L6R2H9,43.753853,-79.742958,Sandringham-Wellington,house,2000-2500 sqft
4633,26 Great Plains Street,6 bd,4 ba,"789,000",L6R2H9,43.753864,-79.742378,Sandringham-Wellington,house,
4634,26 Great Plains Street,4 bd,4 ba,"789,000",L6R2H9,43.753864,-79.742378,Sandringham-Wellington,house,
4635,235 Isaac Murray Avenue,3 bd,4 ba,"799,900",L6A2S8,43.870548,-79.522026,Maple,house,1500-2000 sqft
4636,227 Isaac Murray Avenue,4 bd,4 ba,"954,900",L6A2S8,43.87051,-79.522377,Maple,house,
4637,139 Royal Ridge Crescent,3 bd,4 ba,"1,079,900",L6A2S8,43.869106,-79.527122,Maple,house,
4638,113 Blackthorn Drive,3 bd,3 ba,"848,800",L6A2S8,43.868507,-79.520271,Maple,house,
4639,72 Frontenac Crescent,4 bd,4 ba,"709,900",L7A3B9,43.699203,-79.834419,Fletcher's Meadow,townhouse,1500-2000 sqft
4640,38 Trumpet Valley Boulevard,3 bd,4 ba,"664,900",L7A3B9,43.698536,-79.8311,Fletcher's Meadow,townhouse,
4641,34 Frontenac Crescent,4 bd,4 ba,"698,990",L7A3B9,43.699501,-79.835762,Fletcher's Meadow,townhouse,1500-2000 sqft
4642,48 Frontenac Crescent,3 bd,3 ba,"630,000",L7A3B9,43.699917,-79.835342,Fletcher's Meadow,townhouse,
4643,8 Bales Drive,3 bd,4 ba,"669,000",L7A3B9,43.698322,-79.834351,Fletcher's Meadow,townhouse,
4644,42 Lormel Gate,3 bd,3 ba,"744,900",L7A2N7,43.699772,-79.80851,Fletcher's Meadow,house,
4645,44 Dells Crescent,4 bd,4 ba,"936,900",L7A2N7,43.698284,-79.807632,Fletcher's Meadow,house,2500-3000 sqft
